B0437 O:  1x 1	4        - 1        	1        - 1        	1        - 1
B0438 O:  1x 1	1        - 0        	3        - 2        	0        - 0
B0439 O:  1x 1	3        - 0        	1        - 1        	1        - 3
B0440 O:  1x 1	2        - 3        	0        - 2        	1        - 0
B0441 O:  1x 1	0        - 2        	1        - 1        	0        - 2
B0442 O:  1x 1	3        - 1        	2        - 0        	0        - 0
B0443 O:  1x 1	0        - 0        	1        - 4        	2        - 1
B0444 O:  1x 1	1        - 1        	0        - 2        	0        - 3
B0445 O:  1x 1	2        - 1        	0        - 0        	4        - 0
B0446 O:  1x 1	1        - 1        	0        - 1        	2        - 3
B0447 O:  1x 1	0        - 1        	0        - 4        	1        - 0
B0448 O:  1x 1	1        - 1        	4        - 1        	1        - 2
B0449 O:  1x 1	0        - 2        	3        - 1        	0        - 2
B0450 O:  1x 1	2        - 0        	0        - 0        	0        - 3
B0451 O:  1x 1	4        - 0        	2        - 1        	1        - 0
B0452 O:  1x 1	3        - 3        	1        - 2        	0        - 0
B0453 O:  1x 1	2        - 0        	0        - 0        	4        - 1
B0454 O:  1x 1	1        - 1        	0        - 2        	1        - 3
B0455 O:  1x 1	2        - 0        	3        - 0        	1        - 1
B0456 O:  1x 1	0        - 3        	0        - 0        	2        - 2
B0457 O:  1x 1	2        - 1        	2        - 0        	1        - 3
B0458 O:  1x 1	0        - 0        	3        - 2        	1        - 1
B0459 O:  1x 1	3        - 0        	0        - 1        	1        - 2
B0460 O:  1x 1	0        - 1        	2        - 1        	0        - 2
B0461 O:  1x 1	3        - 0        	1        - 2        	0        - 0
B0462 O:  1x 1	3        - 1        	0        - 2        	0        - 0
B0463 O:  1x 1	0        - 3        	0        - 0        	2        - 0
B0464 O:  1x 1	0        - 1        	3        - 1        	1        - 1
B0465 O:  1x 1	0        - 3        	0        - 2        	0        - 0
B0466 O:  1x 1	0        - 0        	2        - 0        	1        - 2
B0467 O:  1x 1	0        - 0        	1        - 0        	3        - 2
B0468 O:  1x 1	0        - 0        	1        - 0        	4        - 2
B0469 O:  1x 1	1        - 1        	3        - 0        	1        - 0
B0470 O:  1x 1	2        - 3        	0        - 0        	1        - 2
B0471 O:  1x 1	2        - 3        	2        - 0        	0        - 1
B0472 O:  1x 1	3        - 0        	1        - 0        	0        - 2
B0473 O:  1x 1	0        - 4        	1        - 2        	1        - 1
B0474 O:  1x 1	2        - 3        	0        - 0        	2        - 1
B0475 O:  1x 1	2        - 0        	0        - 0        	1        - 2
B0476 O:  1x 1	2        - 2        	3        - 1        	0        - 0
B0477 O:  1x 1	2        - 1        	0        - 1        	4        - 2
B0478 O:  1x 1	2        - 3        	1        - 0        	0        - 2
B0479 O:  1x 1	4        - 2        	1        - 1        	0        - 0
B0480 O:  1x 1	2        - 3        	1        - 2        	0        - 1
B0481 O:  1x 1	3        - 3        	1        - 1        	0        - 0
B0482 O:  1x 1	0        - 2        	3        - 0        	1        - 0
B0483 O:  1x 1	3        - 2        	0        - 0        	2        - 0
B0484 O:  1x 1	0        - 1        	0        - 0        	3        - 2
B0485 O:  1x 1	0        - 0        	3        - 0        	1        - 2
B0486 O:  1x 1	0        - 3        	2        - 0        	0        - 1
B0487 O:  1x 1	2        - 4        	1        - 1        	2        - 0
B0488 O:  1x 1	2        - 0        	1        - 0        	0        - 3
B0489 O:  1x 1	0        - 0        	3        - 0        	0        - 1
B0490 O:  1x 1	2        - 3        	0        - 1        	0        - 2
B0491 O:  1x 1	0        - 3        	1        - 0        	0        - 2
B0492 O:  1x 1	3        - 0        	1        - 1        	0        - 2
B0493 O:  1x 1	3        - 2        	0        - 0        	1        - 2
B0494 O:  1x 1	0        - 0        	1        - 0        	4        - 0
B0495 O:  1x 1	0        - 3        	0        - 1        	3        - 1
B0496 O:  1x 1	1        - 1        	3        - 1        	0        - 2
B0497 O:  1x 1	2        - 2        	1        - 0        	0        - 3
B0498 O:  1x 1	1        - 2        	0        - 2        	1        - 3
B0499 O:  1x 1	2        - 1        	0        - 1        	4        - 0
B0500 O:  1x 1	3        - 1        	0        - 1        	1        - 2
B0501 O:  1x 1	1        - 1        	4        - 2        	0        - 0
B0502 O:  1x 1	2        - 2        	2        - 0        	0        - 1
B0503 O:  1x 1	2        - 1        	2        - 1        	0        - 3
B0504 O:  1x 1	0        - 1        	0        - 1        	4        - 0
B0505 O:  1x 1	2        - 1        	0        - 3        	0        - 1
B0506 O:  1x 1	0        - 0        	1        - 4        	0        - 1
B0507 O:  1x 1	0        - 0        	0        - 1        	4        - 0
B0508 O:  1x 1	3        - 2        	1        - 1        	0        - 1
B0509 O:  1x 1	3        - 1        	3        - 1        	0        - 0
B0510 O:  1x 1	0        - 3        	1        - 2        	0        - 0
B0511 O:  1x 1	1        - 1        	0        - 1        	1        - 4
B0512 O:  1x 1	0        - 1        	4        - 1        	2        - 0
B0513 O:  1x 1	0        - 3        	2        - 1        	0        - 1
B0514 O:  1x 1	1        - 2        	0        - 0        	4        - 0
B0515 O:  1x 1	1        - 3        	1        - 0        	0        - 2
B0516 O:  1x 1	4        - 2        	1        - 0        	0        - 0
B0517 O:  1x 1	0        - 1        	3        - 0        	1        - 1
B0518 O:  1x 1	2        - 0        	0        - 3        	0        - 0
B0519 O:  1x 1	0        - 1        	4        - 1        	0        - 1
B0520 O:  1x 1	1        - 3        	1        - 2        	0        - 2
B0521 O:  1x 1	1        - 3        	0        - 1        	3        - 1
B0522 O:  1x 1	4        - 2        	1        - 2        	1        - 0
B0523 O:  1x 1	4        - 0        	1        - 0        	1        - 0
B0524 O:  1x 1	0        - 1        	0        - 3        	1        - 3
B0525 O:  1x 1	1        - 0        	0        - 0        	4        - 0
B0526 O:  1x 1	1        - 3        	2        - 2        	0        - 0
B0527 O:  1x 1	3        - 0        	0        - 0        	2        - 1
B0528 O:  1x 1	0        - 2        	0        - 1        	0        - 2
B0529 O:  1x 1	3        - 0        	0        - 1        	2        - 2
B0530 O:  1x 1	1        - 2        	4        - 0        	1        - 1
B0531 O:  1x 1	2        - 3        	1        - 0        	1        - 1
B0532 O:  1x 1	4        - 0        	1        - 1        	2        - 1
B0533 O:  1x 1	2        - 1        	0        - 2        	0        - 3
B0534 O:  1x 1	0        - 1        	2        - 1        	1        - 3
B0535 O:  1x 1	0        - 1        	1        - 4        	1        - 0
B0536 O:  1x 1	1        - 1        	0        - 3        	0        - 2
B0537 O:  1x 1	1        - 2        	4        - 1        	1        - 1
B0538 O:  1x 1	0        - 3        	0        - 1        	1        - 2
B0539 O:  1x 1	1        - 1        	0        - 1        	4        - 0
B0540 O:  1x 1	0        - 1        	3        - 0        	1        - 0
B0541 O:  1x 1	2        - 1        	0        - 1        	3        - 3
B0542 O:  1x 1	3        - 1        	0        - 3        	0        - 0
B0543 O:  1x 1	3        - 2        	2        - 0        	0        - 0
B0544 O:  1x 1	1        - 0        	4        - 2        	1        - 0
B0545 O:  1x 1	2        - 1        	0        - 0        	4        - 1
B0546 O:  1x 1	0        - 2        	3        - 1        	0        - 1
B0547 O:  1x 1	1        - 4        	0        - 1        	2        - 1
B0548 O:  1x 1	1        - 4        	2        - 2        	1        - 1
B0549 O:  1x 1	3        - 2        	0        - 1        	1        - 2
B0550 O:  1x 1	0        - 1        	2        - 0        	1        - 3
B0551 O:  1x 1	0        - 0        	0        - 1        	3        - 2
B0552 O:  1x 1	0        - 0        	3        - 0        	2        - 0
B0553 O:  1x 1	0        - 1        	3        - 2        	0        - 0
B0554 O:  1x 1	1        - 1        	0        - 1        	3        - 3
B0555 O:  1x 1	1        - 1        	4        - 2        	1        - 1
B0556 O:  1x 1	3        - 3        	0        - 0        	1        - 1
B0557 O:  1x 1	0        - 2        	1        - 3        	0        - 0
B0558 O:  1x 1	1        - 1        	4        - 2        	0        - 1
B0559 O:  1x 1	1        - 4        	1        - 2        	1        - 1
B0560 O:  1x 1	0        - 0        	0        - 0        	4        - 1
B0561 O:  1x 1	1        - 0        	4        - 2        	1        - 1
B0562 O:  1x 1	1        - 1        	0        - 0        	4        - 0
B0563 O:  1x 1	2        - 2        	0        - 3        	0        - 2
B0564 O:  1x 1	1        - 4        	2        - 1        	1        - 0
B0565 O:  1x 1	1        - 2        	0        - 1        	4        - 0
B0566 O:  1x 1	1        - 2        	0        - 1        	4        - 2
B0567 O:  1x 1	0        - 3        	0        - 2        	1        - 0
B0568 O:  1x 1	0        - 2        	0        - 3        	0        - 0
B0569 O:  1x 1	1        - 0        	3        - 1        	0        - 2
B0570 O:  1x 1	0        - 2        	1        - 1        	0        - 3
B0571 O:  1x 1	1        - 1        	2        - 1        	1        - 4
B0572 O:  1x 1	0        - 3        	2        - 1        	1        - 0
B0573 O:  1x 1	4        - 0        	1        - 0        	1        - 1
B0574 O:  1x 1	4        - 0        	1        - 0        	0        - 0
B0575 O:  1x 1	0        - 0        	0        - 0        	4        - 2
B0576 O:  1x 1	0        - 3        	0        - 0        	2        - 1
B0577 O:  1x 1	3        - 2        	0        - 2        	0        - 1
B0578 O:  1x 1	0        - 0        	2        - 3        	0        - 1
B0579 O:  1x 1	2        - 3        	0        - 0        	0        - 2
B0580 O:  1x 1	2        - 1        	1        - 4        	0        - 0
B0581 O:  1x 1	4        - 0        	2        - 2        	1        - 1
B0582 O:  1x 1	2        - 0        	0        - 1        	0        - 2
B0583 O:  1x 1	2        - 1        	4        - 0        	1        - 1
B0584 O:  1x 1	3        - 0        	1        - 0        	1        - 2
B0585 O:  1x 1	1        - 1        	4        - 1        	2        - 2
B0586 O:  1x 1	0        - 1        	1        - 4        	0        - 0
B0587 O:  1x 1	2        - 1        	4        - 1        	2        - 1
B0588 O:  1x 1	0        - 1        	3        - 1        	0        - 2
B0589 O:  1x 1	0        - 0        	1        - 4        	1        - 1
B0590 O:  1x 1	2        - 2        	3        - 0        	0        - 0
B0591 O:  1x 1	0        - 1        	1        - 0        	0        - 3
B0592 O:  1x 1	0        - 0        	3        - 1        	0        - 2
B0593 O:  1x 1	0        - 2        	0        - 0        	3        - 2
B0594 O:  1x 1	0        - 0        	1        - 0        	2        - 3
B0595 O:  1x 1	0        - 3        	0        - 0        	0        - 2
B0596 O:  1x 1	0        - 1        	4        - 1        	2        - 1
B0597 O:  1x 1	2        - 3        	2        - 1        	0        - 1
B0598 O:  1x 1	0        - 1        	1        - 1        	0        - 3
B0599 O:  1x 1	0        - 0        	1        - 0        	4        - 1
B0600 O:  1x 1	1        - 1        	1        - 1        	0        - 4
B0601 O:  1x 1	3        - 3        	1        - 0        	1        - 1
B0602 O:  1x 1	2        - 3        	2        - 1        	0        - 0
B0603 O:  1x 1	2        - 2        	0        - 0        	0        - 3
B0604 O:  1x 1	0        - 0        	2        - 2        	0        - 3
B0605 O:  1x 1	1        - 1        	0        - 0        	4        - 1
B0606 O:  1x 1	4        - 1        	1        - 1        	1        - 2
B0607 O:  1x 1	3        - 0        	0        - 0        	0        - 0
B0608 O:  1x 1	0        - 1        	0        - 4        	1        - 1
B0609 O:  1x 1	0        - 2        	0        - 1        	0        - 3
B0610 O:  1x 1	0        - 0        	0        - 4        	1        - 1
B0611 O:  1x 1	1        - 0        	1        - 4        	1        - 0
B0612 O:  1x 1	1        - 3        	0        - 1        	2        - 1
B0613 O:  1x 1	0        - 2        	0        - 1        	4        - 1
B0614 O:  1x 1	1        - 2        	0        - 0        	0        - 3
B0615 O:  1x 1	2        - 3        	0        - 2        	0        - 1
B0616 O:  1x 1	1        - 1        	4        - 1        	2        - 1
B0617 O:  1x 1	1        - 3        	2        - 0        	0        - 0
B0618 O:  1x 1	1        - 3        	1        - 0        	1        - 3
B0619 O:  1x 1	0        - 0        	2        - 3        	0        - 0
B0620 O:  1x 1	1        - 1        	0        - 4        	0        - 0
B0621 O:  1x 1	0        - 0        	2        - 0        	2        - 3
B0622 O:  1x 1	0        - 1        	0        - 1        	4        - 2
B0623 O:  1x 1	3        - 2        	1        - 2        	0        - 0
B0624 O:  1x 1	0        - 3        	0        - 1        	0        - 1
B0625 O:  1x 1	3        - 1        	0        - 0        	0        - 2
B0626 O:  1x 1	3        - 1        	0        - 0        	1        - 2
B0627 O:  1x 1	0        - 1        	0        - 3        	0        - 2
B0628 O:  1x 1	0        - 4        	2        - 1        	1        - 1
B0629 O:  1x 1	1        - 2        	3        - 1        	0        - 1
B0630 O:  1x 1	2        - 2        	0        - 3        	0        - 0
B0631 O:  1x 1	1        - 3        	1        - 1        	0        - 2
B0632 O:  1x 1	0        - 0        	3        - 2        	1        - 0
B0633 O:  1x 1	4        - 1        	1        - 0        	1        - 0
B0634 O:  1x 1	0        - 1        	3        - 1        	0        - 1
B0635 O:  1x 1	0        - 2        	1        - 0        	1        - 3
B0636 O:  1x 1	1        - 0        	0        - 0        	0        - 3
B0637 O:  1x 1	1        - 3        	2        - 1        	0        - 1
B0638 O:  1x 1	1        - 4        	1        - 0        	1        - 0
B0639 O:  1x 1	0        - 0        	2        - 1        	0        - 3
B0640 O:  1x 1	1        - 0        	0        - 0        	4        - 1
B0641 O:  1x 1	0        - 2        	3        - 0        	0        - 0
B0642 O:  1x 1	2        - 0        	0        - 1        	0        - 3
B0643 O:  1x 1	1        - 1        	0        - 1        	4        - 2
B0644 O:  1x 1	0        - 1        	0        - 3        	0        - 0
B0645 O:  1x 1	2        - 1        	0        - 0        	2        - 3
B0646 O:  1x 1	2        - 3        	1        - 0        	1        - 0
B0647 O:  1x 1	0        - 2        	0        - 0        	3        - 1
B0648 O:  1x 1	1        - 1        	2        - 0        	1        - 3
B0649 O:  1x 1	0        - 3        	1        - 1        	0        - 1
B0650 O:  1x 1	1        - 0        	1        - 4        	0        - 0
B0651 O:  1x 1	1        - 3        	2        - 1        	0        - 2
B0652 O:  1x 1	2        - 2        	0        - 1        	0        - 3
B0653 O:  1x 1	1        - 3        	1        - 0        	0        - 1
B0654 O:  1x 1	2        - 1        	0        - 2        	1        - 3
B0655 O:  1x 1	0        - 0        	2        - 0        	1        - 3
B0656 O:  1x 1	1        - 1        	4        - 1        	1        - 1
B0657 O:  1x 1	0        - 2        	3        - 1        	0        - 0
B0658 O:  1x 1	4        - 1        	0        - 1        	1        - 1
B0659 O:  1x 1	1        - 2        	0        - 1        	0        - 3
B0660 O:  1x 1	4        - 2        	1        - 1        	1        - 1
B0661 O:  1x 1	0        - 4        	1        - 1        	2        - 1
B0662 O:  1x 1	1        - 4        	1        - 1        	2        - 0
B0663 O:  1x 1	0        - 1        	1        - 2        	1        - 3
B0664 O:  1x 1	0        - 3        	1        - 0        	1        - 0
B0665 O:  1x 1	0        - 3        	0        - 0        	0        - 0
B0666 O:  1x 1	0        - 1        	0        - 0        	0        - 3
B0667 O:  1x 1	2        - 0        	1        - 0        	1        - 3
B0668 O:  1x 1	1        - 3        	0        - 1        	2        - 0
B0669 O:  1x 1	0        - 3        	2        - 0        	1        - 0
B0670 O:  1x 1	0        - 0        	0        - 0        	0        - 3
B0671 O:  1x 1	3        - 0        	1        - 0        	0        - 1
B0672 O:  1x 1	0        - 1        	0        - 0        	4        - 1
B0673 O:  1x 1	2        - 1        	3        - 0        	0        - 0
B0674 O:  1x 1	2        - 3        	1        - 0        	0        - 1
B0675 O:  1x 1	1        - 0        	0        - 1        	4        - 2
B0676 O:  1x 1	2        - 3        	1        - 2        	0        - 0
B0677 O:  1x 1	0        - 2        	1        - 1        	1        - 3
B0678 O:  1x 1	1        - 2        	0        - 1        	3        - 3
B0679 O:  1x 1	0        - 1        	3        - 0        	1        - 3
B0680 O:  1x 1	2        - 2        	4        - 1        	1        - 0
B0681 O:  1x 1	2        - 2        	1        - 0        	1        - 3
B0682 O:  1x 1	2        - 4        	1        - 0        	0        - 0
B0683 O:  1x 1	4        - 0        	2        - 1        	2        - 1
B0684 O:  1x 1	0        - 2        	3        - 0        	1        - 1
B0685 O:  1x 1	4        - 1        	0        - 0        	2        - 1
B0686 O:  1x 1	1        - 2        	3        - 0        	0        - 0
B0687 O:  1x 1	0        - 2        	0        - 1        	2        - 3
B0688 O:  1x 1	4        - 0        	0        - 1        	0        - 1
B0689 O:  1x 1	0        - 0        	3        - 2        	0        - 1
B0690 O:  1x 1	0        - 0        	2        - 1        	1        - 3
B0691 O:  1x 1	1        - 3        	0        - 0        	0        - 2
B0692 O:  1x 1	2        - 3        	1        - 0        	0        - 0
B0693 O:  1x 1	2        - 1        	1        - 1        	2        - 4
B0694 O:  1x 1	4        - 1        	0        - 0        	0        - 0
B0695 O:  1x 1	2        - 4        	1        - 2        	1        - 0
B0696 O:  1x 1	1        - 4        	0        - 0        	2        - 1
B0697 O:  1x 1	3        - 0        	0        - 1        	0        - 1
B0698 O:  1x 1	2        - 1        	4        - 1        	0        - 1
B0699 O:  1x 1	1        - 4        	0        - 0        	0        - 0
B0700 O:  1x 1	0        - 1        	1        - 1        	2        - 4
B0701 O:  1x 1	0        - 4        	0        - 0        	1        - 0
B0702 O:  1x 1	3        - 0        	2        - 1        	0        - 0
B0703 O:  1x 1	2        - 4        	0        - 1        	2        - 1
B0704 O:  1x 1	0        - 0        	4        - 1        	2        - 0
B0705 O:  1x 1	0        - 0        	1        - 1        	2        - 4
B0706 O:  1x 1	1        - 1        	0        - 0        	2        - 4
B0707 O:  1x 1	1        - 2        	0        - 3        	0        - 2
B0708 O:  1x 1	2        - 4        	0        - 1        	0        - 0
B0709 O:  1x 1	0        - 3        	0        - 0        	1        - 2
B0710 O:  1x 1	2        - 3        	0        - 2        	0        - 0
B0711 O:  1x 1	1        - 2        	0        - 0        	2        - 3
B0712 O:  1x 1	2        - 1        	0        - 3        	1        - 3
B0713 O:  1x 1	0        - 0        	4        - 1        	0        - 1
B0714 O:  1x 1	1        - 0        	4        - 1        	1        - 2
B0715 O:  1x 1	1        - 2        	0        - 0        	4        - 2
B0716 O:  1x 1	2        - 0        	3        - 1        	0        - 0
B0717 O:  1x 1	3        - 3        	1        - 1        	0        - 2
B0718 O:  1x 1	2        - 4        	2        - 1        	1        - 0
B0719 O:  1x 1	3        - 0        	0        - 0        	0        - 1
B0720 O:  1x 1	2        - 0        	4        - 0        	1        - 1
B0721 O:  1x 1	0        - 4        	1        - 1        	1        - 2
B0722 O:  1x 1	0        - 4        	0        - 1        	1        - 1
B0723 O:  1x 1	1        - 2        	4        - 0        	1        - 0
B0724 O:  1x 1	0        - 1        	0        - 0        	4        - 0
B0725 O:  1x 1	4        - 2        	0        - 1        	2        - 1
B0726 O:  1x 1	4        - 0        	0        - 2        	1        - 1
B0727 O:  1x 1	4        - 0        	1        - 1        	2        - 2
B0728 O:  1x 1	0        - 0        	1        - 0        	0        - 3
B0729 O:  1x 1	3        - 0        	1        - 1        	2        - 3
B0730 O:  1x 1	0        - 1        	0        - 1        	2        - 3
B0731 O:  1x 1	0        - 3        	0        - 1        	2        - 0
B0732 O:  1x 1	4        - 2        	0        - 1        	0        - 0
B0733 O:  1x 1	0        - 3        	1        - 0        	0        - 0
B0734 O:  1x 1	3        - 0        	0        - 0        	1        - 2
B0735 O:  1x 1	1        - 4        	2        - 1        	1        - 1
B0736 O:  1x 1	1        - 3        	0        - 0        	2        - 2
B0737 O:  1x 1	2        - 1        	2        - 0        	0        - 3
B0738 O:  1x 1	0        - 0        	0        - 0        	3        - 2
B0739 O:  1x 1	4        - 2        	2        - 1        	1        - 0
B0740 O:  1x 1	2        - 2        	4        - 0        	1        - 1
B0741 O:  1x 1	4        - 0        	0        - 0        	2        - 1
B0742 O:  1x 1	4        - 1        	1        - 1        	1        - 0
B0743 O:  1x 1	1        - 2        	0        - 3        	0        - 0
B0744 O:  1x 1	0        - 0        	2        - 0        	0        - 3
B0745 O:  1x 1	0        - 0        	1        - 0        	3        - 3
B0746 O:  1x 1	1        - 1        	2        - 1        	0        - 3
B0747 O:  1x 1	4        - 0        	0        - 0        	0        - 0
B0748 O:  1x 1	3        - 2        	0        - 1        	0        - 1
B0749 O:  1x 1	1        - 4        	1        - 0        	0        - 0
B0750 O:  1x 1	3        - 2        	0        - 1        	0        - 2
B0751 O:  1x 1	3        - 0        	0        - 0        	1        - 3
B0752 O:  1x 1	0        - 4        	1        - 0        	1        - 0
B0753 O:  1x 1	3        - 2        	2        - 1        	0        - 0
B0754 O:  1x 1	1        - 1        	1        - 0        	2        - 4
B0755 O:  1x 1	0        - 0        	0        - 2        	0        - 3
B0756 O:  1x 1	1        - 0        	0        - 0        	2        - 3
B0757 O:  1x 1	1        - 0        	4        - 0        	2        - 1
B0758 O:  1x 1	1        - 2        	4        - 1        	0        - 0
B0759 O:  1x 1	1        - 2        	1        - 1        	1        - 4
B0760 O:  1x 1	1        - 0        	4        - 0        	0        - 0
B0761 O:  1x 1	1        - 1        	1        - 1        	1        - 4
B0762 O:  1x 1	1        - 1        	4        - 0        	2        - 1
B0763 O:  1x 1	4        - 1        	0        - 1        	0        - 0
B0764 O:  1x 1	0        - 0        	0        - 1        	3        - 3
B0765 O:  1x 1	1        - 1        	4        - 2        	1        - 0
B0766 O:  1x 1	2        - 4        	0        - 0        	1        - 0
B0767 O:  1x 1	1        - 4        	0        - 1        	0        - 0
B0768 O:  1x 1	0        - 4        	0        - 1        	1        - 0
B0769 O:  1x 1	2        - 4        	1        - 0        	1        - 1
B0770 O:  1x 1	1        - 1        	0        - 1        	2        - 4
B0771 O:  1x 1	0        - 0        	2        - 2        	1        - 3
B0772 O:  1x 1	1        - 0        	3        - 0        	1        - 3
B0773 O:  1x 1	1        - 0        	0        - 2        	1        - 3
B0774 O:  1x 1	3        - 0        	2        - 1        	0        - 1
B0775 O:  1x 1	0        - 2        	0        - 0        	4        - 1
B0776 O:  1x 1	1        - 0        	0        - 4        	0        - 0
B0777 O:  1x 1	4        - 0        	2        - 1        	1        - 1
B0778 O:  1x 1	1        - 3        	0        - 1        	1        - 2
B0779 O:  1x 1	2        - 3        	0        - 0        	0        - 0
B0780 O:  1x 1	2        - 3        	0        - 1        	1        - 0
B0781 O:  1x 1	1        - 2        	0        - 0        	4        - 1
B0782 O:  1x 1	1        - 3        	0        - 3        	0        - 0
B0783 O:  1x 1	3        - 1        	0        - 1        	1        - 3
B0784 O:  1x 1	0        - 0        	1        - 2        	1        - 3
B0785 O:  1x 1	4        - 2        	0        - 0        	1        - 0
B0786 O:  1x 1	0        - 0        	1        - 2        	0        - 3
B0787 O:  1x 1	2        - 1        	4        - 0        	1        - 0
B0788 O:  1x 1	0        - 1        	0        - 0        	4        - 2
B0789 O:  1x 1	1        - 0        	4        - 1        	2        - 0
B0790 O:  1x 1	1        - 0        	1        - 1        	2        - 4
B0791 O:  1x 1	1        - 3        	0        - 0        	2        - 0
B0792 O:  1x 1	1        - 0        	4        - 1        	1        - 0
B0793 O:  1x 1	2        - 4        	0        - 1        	1        - 1
B0794 O:  1x 1	3        - 0        	1        - 0        	1        - 3
B0795 O:  1x 1	0        - 4        	1        - 1        	2        - 0
B0796 O:  1x 1	1        - 0        	4        - 1        	0        - 1
B0797 O:  1x 1	0        - 1        	4        - 0        	1        - 0
B0798 O:  1x 1	4        - 0        	1        - 2        	1        - 0
B0799 O:  1x 1	0        - 0        	4        - 0        	1        - 0
B0800 O:  1x 1	1        - 4        	1        - 1        	0        - 0
B0801 O:  1x 1	2        - 1        	1        - 1        	0        - 3
B0802 O:  1x 1	0        - 4        	1        - 1        	0        - 1
B0803 O:  1x 1	4        - 0        	1        - 1        	1        - 0
B0804 O:  1x 1	0        - 0        	3        - 0        	2        - 1
B0805 O:  1x 1	1        - 3        	0        - 0        	1        - 3
B0806 O:  1x 1	4        - 0        	0        - 1        	2        - 1
B0807 O:  1x 1	0        - 1        	3        - 0        	0        - 0
B0808 O:  1x 1	0        - 1        	2        - 1        	0        - 3
B0809 O:  1x 1	4        - 0        	0        - 1        	0        - 0
B0810 O:  1x 1	0        - 0        	3        - 0        	0        - 0
B0811 O:  1x 1	1        - 1        	4        - 1        	0        - 1
B0812 O:  1x 1	2        - 3        	0        - 0        	1        - 0
B0813 O:  1x 1	2        - 4        	1        - 0        	1        - 0
B0814 O:  1x 1	1        - 1        	4        - 0        	1        - 2
B0815 O:  1x 1	3        - 0        	0        - 1        	1        - 3
B0816 O:  1x 1	0        - 0        	1        - 4        	0        - 0
B0817 O:  1x 1	0        - 3        	0        - 0        	0        - 1
B0818 O:  1x 1	0        - 0        	0        - 4        	1        - 0
B0819 O:  1x 1	4        - 1        	0        - 0        	1        - 0
B0820 O:  1x 1	2        - 1        	4        - 1        	0        - 0
B0821 O:  1x 1	2        - 1        	1        - 1        	1        - 4
B0822 O:  1x 1	3        - 2        	0        - 0        	0        - 0
B0823 O:  1x 1	0        - 0        	3        - 1        	1        - 3
B0824 O:  1x 1	1        - 0        	2        - 0        	0        - 3
B0825 O:  1x 1	0        - 0        	4        - 1        	2        - 1
B0826 O:  1x 1	1        - 4        	0        - 0        	1        - 0
B0827 O:  1x 1	3        - 1        	0        - 1        	0        - 2
B0828 O:  1x 1	0        - 1        	4        - 1        	0        - 0
B0829 O:  1x 1	0        - 1        	1        - 1        	1        - 4
B0830 O:  1x 1	1        - 0        	1        - 0        	0        - 3
B0831 O:  1x 1	0        - 0        	4        - 1        	0        - 0
B0832 O:  1x 1	4        - 2        	1        - 0        	1        - 0
B0833 O:  1x 1	0        - 2        	4        - 1        	1        - 1
B0834 O:  1x 1	0        - 0        	1        - 1        	1        - 4
B0835 O:  1x 1	1        - 1        	0        - 0        	1        - 4
B0836 O:  1x 1	2        - 4        	0        - 1        	1        - 0
B0837 O:  1x 1	0        - 3        	0        - 0        	1        - 0
B0838 O:  1x 1	0        - 3        	1        - 1        	1        - 3
B0839 O:  1x 1	1        - 1        	2        - 0        	0        - 3
B0840 O:  1x 1	4        - 0        	1        - 1        	0        - 0
B0841 O:  1x 1	4        - 2        	0        - 1        	1        - 0
B0842 O:  1x 1	0        - 0        	0        - 1        	4        - 2
B0843 O:  1x 1	1        - 4        	1        - 1        	1        - 1
B0844 O:  1x 1	1        - 2        	0        - 1        	4        - 1
B0845 O:  1x 1	3        - 2        	0        - 2        	0        - 0
B0846 O:  1x 1	0        - 0        	0        - 2        	2        - 3
B0847 O:  1x 1	2        - 4        	1        - 1        	0        - 1
B0848 O:  1x 1	0        - 0        	3        - 2        	0        - 0
B0849 O:  1x 1	4        - 0        	0        - 0        	1        - 0
B0850 O:  1x 1	1        - 3        	0        - 1        	1        - 3
B0851 O:  1x 1	2        - 3        	0        - 1        	0        - 1
B0852 O:  1x 1	1        - 0        	0        - 0        	4        - 2
B0853 O:  1x 1	2        - 0        	4        - 1        	1        - 1
B0854 O:  1x 1	0        - 1        	4        - 2        	1        - 1
B0855 O:  1x 1	1        - 2        	4        - 1        	1        - 0
B0856 O:  1x 1	1        - 1        	1        - 0        	1        - 4
B0857 O:  1x 1	0        - 0        	4        - 2        	1        - 1
B0858 O:  1x 1	1        - 1        	1        - 0        	0        - 3
B0859 O:  1x 1	1        - 0        	4        - 0        	1        - 0
B0860 O:  1x 1	4        - 0        	1        - 1        	1        - 2
B0861 O:  1x 1	4        - 2        	1        - 1        	0        - 1
B0862 O:  1x 1	0        - 2        	0        - 0        	2        - 3
B0863 O:  1x 1	4        - 1        	0        - 1        	1        - 0
B0864 O:  1x 1	0        - 3        	0        - 1        	0        - 2
B0865 O:  1x 1	3        - 2        	1        - 0        	0        - 0
B0866 O:  1x 1	1        - 1        	4        - 0        	2        - 0
B0867 O:  1x 1	1        - 4        	0        - 1        	1        - 0
B0868 O:  1x 1	2        - 2        	4        - 1        	1        - 1
B0869 O:  1x 1	4        - 2        	1        - 1        	1        - 0
B0870 O:  1x 1	1        - 1        	4        - 0        	0        - 1
B0871 O:  1x 1	0        - 2        	0        - 2        	1        - 3
B0872 O:  1x 1	1        - 0        	0        - 4        	1        - 0
B0873 O:  1x 1	1        - 1        	0        - 0        	4        - 2
